# 青空文庫に出現する外字注記とUCSの対応一覧
# 
# ※ 括弧が対応していない等、極端に間違えているものは除外した。
# ※ 注記辞書にない注記でも、「／・＋」等を間違えている程度のものは採集して記載した。
# ※ 「－・-」は「－」に、「+」は「＋」に、「<」は「＜」に統一した。
# ※［…］の前後の「」の括弧の抜けは補完した。
# ※ IVSで表記可能なものは、Adobe-Japan1 を優先し、無いものに限り汎用電子も使用した。
# ※ 注記辞書の記法から逸れている表記には念のため「標準注記外」とコメントに付記した。
################################
# AozoraEpub3 Modified
#
# http://kanji-database.sourceforge.net/aozora/gaiji.html
# https://github.com/cjkvi/cjkvi-data/blob/master/aozora_gaiji_chuki.txt
# 上記から取得後以下の変換を行った
# 注記内 － を － に変換
# ・IVS文字は chuki_ivs.txt に移動
# ・2文字以上は濁点半濁点以外コメントアウト
# ・※で始まらない物はコメントアウトまたは読み込み時に除外
################################

#UCS	IVS	char	青空文庫記法	→コメント
U+0670E		朎	※［＃「月＋令」］
U+06712		朒	※［＃「月＋肉」、第4水準2-14-25］
U+06713		朓	※［＃「月＋兆」、第3水準1-85-45］
U+06719		朙	※［＃「圀＋月」の「方」に代えて「冂」、第4水準2-14-27］
U+0671B		望	※［＃「望」の「王」に代えて「壬」の下の横棒が長いもの］	→［包摂適用　望］
U+23372		𣍲	※［＃「月＋（五／女）」、第4水準2-14-26］
U+0671C		朜	※［＃「月＋享」］
U+06720		朠	※［＃「月＋英」］
U+06722		朢	※［＃「（臣＋月）／壬」］
U+06733		朳	※［＃「木＋八」、第3水準1-85-47］
U+0673E		朾	※［＃「木＋丁」］
U+06745		杅	※［＃「木＋于」］
U+06747		杇	※［＃「木＋（夸－大）」、第3水準1-85-49］
U+06748		杈	※［＃「木＋扠のつくり」、第3水準1-85-50］
U+0674C		杌	※［＃「木＋兀」、第4水準2-14-30］
U+0674D		杍	※［＃「木＋子」、第4水準2-14-31］
U+06754		杔	※［＃「木＋托のつくり」、第4水準2-14-32］
U+06755		杕	※［＃「木＋大」］
U+0675D		杝	※［＃「木＋也」、第4水準2-14-33］
U+06766		杦	※［＃「木＋畝のつくり」、第3水準1-85-48］
U+06781		极	※［＃「木＋（岌－山）」、第3水準1-85-52］
##IVS##U+233CC		𣏌	※［＃「木＋巳」］
U+233D0		𣏐	※［＃「木＋夕」、第4水準2-14-34］
U+233D2		𣏒	※［＃「木＋丸」、第4水準2-14-29］
U+233D3		𣏓	※［＃「木＋汚のつくり」、第4水準2-14-28］
U+0676C		杬	※［＃「木＋元」］
U+0676E		杮	※［＃「木＋市」］
U+06774		杴	※［＃「木＋欠」、第4水準2-14-37］
U+06776		杶	※［＃「木＋屯」、第4水準2-14-38］
U+0677B		杻	※［＃「木＋丑」、第3水準1-85-51］
U+06784		构	※［＃「木＋勾」］
U+0678E		枎	※［＃「木＋夫」］
U+0678F		枏	※［＃「木＋（冂＜はみ出た横棒二本）」］
U+06791		枑	※［＃「木＋互」］
U+06792		枒	※［＃「木＋冴のつくり」、第4水準2-14-40］
U+06793		枓	※［＃「木＋斗」、第3水準1-85-53］
U+06796		枖	※［＃「木＋夭」］
U+06798		枘	※［＃「木＋吶のつくり」、第3水準1-85-54］
U+06799		枙	※［＃「木＋厄」］
U+0679B		枛	※［＃「木＋爪」、第3水準1-85-55］
U+233D5		𣏕	※［＃「木＋（朮－丶）」、第4水準2-14-36］
U+233DA		𣏚	※［＃「木＋氏」、第4水準2-14-39］
U+233DF		𣏟	※［＃「痲－やまいだれ」、第4水準2-14-41］
U+233E4		𣏤	※［＃「木＋（皎のつくり－亠）」、第4水準2-14-35］
U+233FE		𣏾	※［＃「木＋戈」］
U+067B0		枰	※［＃「木＋怦のつくり」、第4水準2-14-44］
U+067B1		枱	※［＃「木＋台」］
U+067B2		枲	※［＃「台／木」、第4水準2-14-45］
U+067B5		枵	※［＃「木＋号」］
U+067BB		枻	※［＃「木＋世」、第3水準1-85-56］
U+067BC		枼	※［＃「喋のつくり」］
U+067BD		枽	※［＃「十／廿／木」］
U+067C0		柀	※［＃「木＋皮」、第3水準1-85-58］
U+067C2		柂	※［＃「木＋施のつくり」］
U+067C3		柃	※［＃「木＋令」、第4水準2-14-46］
U+067C5		柅	※［＃「木＋尼」］
U+067C8		柈	※［＃「木＋絆のつくり」、第4水準2-14-47］
U+067C9		柉	※［＃「木＋乏」］
U+067D2		柒	※［＃「染」の「九」に代えて「七」、第4水準2-14-48］
U+067D7		柗	※［＃「木＋（八がしら／口）」、第3水準1-85-59］
U+067D9		柙	※［＃「木＋甲」、第4水準2-14-49］
U+067DB		柛	※［＃「木＋申」、第4水準2-14-50］
U+067DC		柜	※［＃「木＋巨」］
U+067DF		柟	※［＃「木＋冉」］
U+067E1		柡	※［＃「木＋（二／水）」］
U+067E6		柦	※［＃「木＋旦」］
U+067F0		柰	※［＃「木／示」、第4水準2-14-51］
U+067F2		柲	※［＃「木＋必」］
U+067F6		柶	※［＃「木＋駟のつくり」］
U+067F7		柷	※［＃「木＋兄」、第4水準2-14-52］
U+067F9		柹	※［＃「木＋（「第－竹」の「コ」に代えて「ノ」、）「柿」の正字」、第3水準1-85-57］
U+067FA		柺	※［＃「枴」の「刀」に代えて「力」］	→［包摂適用　枴］60
U+067FC		柼	※［＃「木＋鴪のへん」、第3水準1-85-60］
U+06801		栁	※［＃「木＋夘」、第3水準1-85-61］
U+06805		栅	→［包摂適用　柵］94
U+06810		栐	※［＃「木＋（「永」の「丶」に代えて「一」）」、第4水準2-14-43］
U+06814		栔	※［＃「挈」の「手」に代えて「木」］
U+06818		栘	※［＃「木＋多」、第4水準2-14-56］
U+06819		栙	※［＃「木＋夂／（舛－夕）」］
U+0681D		栝	※［＃「木＋舌」、第3水準1-85-63］
U+0681F		栟	※［＃「木＋并」、第4水準2-14-57］
U+06827		栧	※［＃「木＋曳」］
U+06828		栨	※［＃「木＋（咨－口）」］
U+0682C		栬	※［＃「木＋色」、第3水準1-85-64］
U+0682D		栭	※［＃「木＋而」、第4水準2-14-58］
U+0682F		栯	※［＃「木＋有」］
U+06830		栰	※［＃「木＋伐」］
U+06831		栱	※［＃「木＋共」、第3水準1-85-65］
U+06833		栳	※［＃「木＋老」、第4水準2-14-60］
U+0683B		栻	※［＃「木＋式」、第4水準2-14-61］
U+0683E		栾	※［＃「亦／木」、第4水準2-14-62］
U+0683F		栿	※［＃「木＋伏」］
U+06844		桄	※［＃「木＋光」、第4水準2-14-63］
U+06845		桅	※［＃「木＋危」、第4水準2-14-64］
U+06849		桉	※［＃「木＋安」、第4水準2-14-65］
U+0684A		桊	※［＃「劵」の「力」に代えて「木」］
U+0684C		桌	※［＃「卓」の「十」に代えて「木」、第4水準2-14-66］
U+06852		桒	※［＃「十／くさかんむり／木」、第3水準1-85-62］
U+06855		桕	※［＃「木＋臼」、第4水準2-14-67］
U+06857		桗	※［＃「木＋朶」、第4水準2-14-68］
U+06858		桘	※［＃「木＋師のへん」］
U+0685B		桛	※［＃「木＋裃のつくり」、第3水準1-85-66］
U+2344A		𣑊	※［＃「木＋在」、第4水準2-14-53］
U+2344B		𣑋	※［＃「木＋守」、第4水準2-14-55］
U+23451		𣑑	※［＃「木＋字」、第4水準2-14-54］
U+23465		𣑥	※［＃「木＋孝」の「子」に代えて「丁」、第4水準2-14-59］
U+03B6D		㭭	※［＃「木＋別」、第4水準2-14-77］
U+03B77		㭷	※［＃「木＋男」、第4水準2-14-69］
U+0686B		桫	※［＃「木＋沙」、第4水準2-14-70］
U+0686E		桮	※［＃「木＋否」、第4水準2-14-71］
U+0686F		桯	※［＃「木＋酲のつくり」］
U+06870		桰	※［＃「木＋（氏／口）」］
U+06871		桱	※［＃「木＋徑のつくり」］
U+06872		桲	※［＃「木＋孛」、第3水準1-85-67］
U+06875		桵	※［＃「木＋綏のつくり」、第3水準1-85-68］
U+06879		桹	※［＃「木＋良」］
U+0687A		桺	※［＃「柳の本字」、第4水準2-14-72］
U+0687B		桻	※［＃「木＋峰のつくり」］
U+0687C		桼	※［＃「漆のつくり」、第4水準2-14-73］
U+06882		梂	※［＃「木＋求」、第4水準2-14-74］
U+06884		梄	※［＃「木＋酉」］
U+06886		梆	※［＃「木＋邦」］
U+06888		梈	※［＃「木＋亨」］
U+0688C		梌	※［＃「木＋余」］
U+0688F		梏	※［＃「木＋告」］	→［包摂適用　梏］
U+06890		梐	※［＃「木＋陛のつくり」、第4水準2-14-75］
U+06896		梖	※［＃「木＋貝」、第4水準2-14-76］
U+06898		梘	※［＃「木＋見」、第4水準2-14-78］
U+06899		梙	※［＃「木＋串」、第4水準2-14-79］
U+0689A		梚	※［＃「木＋俛のつくり」、第4水準2-14-80］
U+0689C		梜	※［＃「木＋夾」、第4水準2-14-81］
U+068A1		梡	※［＃「木＋完」］
U+068A3		梣	※［＃「木＋岑」、第3水準1-85-70］
U+068A5		梥	※［＃「宀／蚣のつくり／木」、第3水準1-85-71］
U+068A9		梩	※［＃「木＋里」］
U+068AA		梪	※［＃「木＋豆」、第4水準2-14-82］
U+068AB		梫	※［＃「木＋駸のつくり」、第4水準2-14-83］
U+068AE		梮	※［＃「木＋局」］
U+068B2		梲	※［＃「木＋兌」、第3水準1-85-72］
U+068B4		梴	※［＃「蜒」の「虫」に代えて「木」、第4水準2-14-84］
U+068BB		梻	※［＃「木＋佛」、第4水準2-14-85］
U+03B87		㮇	※［＃「木＋忝」、第4水準2-15-8］
U+03B88		㮈	※［＃「木＋奈」、第4水準2-15-9］
U+068C3		棃	※［＃「犂」の「牛」に代えて「木」、第4水準2-14-90］
U+068C5		棅	※［＃「木＋秉」、第4水準2-14-91］
U+068C8		棈	※［＃「木＋睛のつくり」、第3水準1-85-73］
U+068CC		棌	※［＃「木＋綵のつくり」、第4水準2-14-92］
U+068CF		棏	※［＃「木＋得のつくり」、第4水準2-14-93］
U+068D0		棐	※［＃「（緋－糸）／木」、第3水準1-85-74］
U+068D1		棑	※［＃「木＋（緋－糸）」］
U+068D3		棓	※［＃「木＋倍のつくり」］
U+068D6		棖	※［＃「木＋長」、第4水準2-14-94］
U+068D9		棙	※［＃「木＋戸の旧字＋犬」、第4水準2-15-1］
U+068DC		棜	※［＃「木＋於」］
U+068DD		棝	※［＃「木＋固」］
U+068E4		棤	※［＃「木＋昔」、第4水準2-15-2］
U+068E5		棥	※［＃「樊－大」、第4水準2-15-3］
U+068E8		棨	※［＃「（戸の旧字＋攵）／木」、第3水準1-85-75］
U+068EA		棪	※［＃「木＋炎」］
U+068EB		棫	※［＃「木＋或」］
U+068EC		棬	※［＃「木＋卷」、第4水準2-15-4］
U+068ED		棭	※［＃「木＋夜」、第3水準1-85-76］
U+068F0		棰	※［＃「木＋垂」、第3水準1-85-77］
U+068F1		棱	※［＃「木＋陵のつくり」、第3水準1-85-78］
U+068F5		棵	※［＃「木＋果」］
U+068F6		棶	※［＃「木＋來」］
U+068F7		棷	※［＃「木＋諏のつくり」、第4水準2-15-5］
U+068FB		棻	※［＃「菓」の「田」に代えて「扮のつくり」、第4水準2-14-86］
U+068FC		棼	※［＃「林／扮のつくり」、第3水準1-85-79］
U+068FD		棽	※［＃「林／今」］
U+06903		椃	※［＃「木＋虎」、第4水準2-15-6］
U+06906		椆	※［＃「木＋蜩のつくり」］
U+06907		椇	※［＃「木＋惧のつくり」、第4水準2-15-7］
U+06909		椉	※［＃「亠／舛／木」］
U+0690A		椊	※［＃「木＋卒」、第3水準1-85-80］
U+06910		椐	※［＃「木＋居」］
U+06911		椑	※［＃「木＋婢のつくり」］
U+06913		椓	※［＃「木＋（冢－冖）」］
U+06916		椖	※［＃「木＋（戸の旧字＋方）」］
U+06917		椗	※［＃「木＋定」］
U+234E4		𣓤	※［＃「木＋尭」、第4水準2-14-87］
U+2ACA8		𪲨	※［＃「木＋忽」］
U+03B8D		㮍	※［＃「（剪－刀）／木」、第4水準2-15-12］
U+06931		椱	※［＃「木＋腹のつくり」］
U+06933		椳	※［＃「木＋畏」］
U+06935		椵	※［＃「木＋（暇－日）」、第3水準1-85-83］
U+06938		椸	※［＃「木＋施」］
U+0693B		椻	※［＃「木＋偃のつくり」、第4水準2-15-11］
U+06942		楂	※［＃「木＋木／旦」］	→［包摂適用　※［＃「木＋査」、第3水準1-85-84］］
U+06942		楂	※［＃「木＋査」、第3水準1-85-84］
U+06945		楅	※［＃「木＋福のつくり」］
U+06946		楆	※［＃「木＋要」、第4水準2-15-13］
U+06949		楉	※［＃「木＋若」、第3水準1-85-81］
U+0694E		楎	※［＃「木＋軍」］
U+06957		楗	※［＃「木＋廴＋聿」、第3水準1-85-85］
U+06958		楘	※［＃「鶩」の「鳥」に代えて「木」］
U+0695B		楛	※［＃「木＋苦」］
U+06963		楣	※［＃「木＋眉」、第3水準1-85-86］
U+06964		楤	※［＃「木＋怱」、第3水準1-85-87］
U+06965		楥	※［＃「木＋爰」］
U+06966		楦	※［＃「木＋宣」］
U+06967		楧	※［＃「木＋英」］
U+06968		楨	※［＃「木＋貞」、第3水準1-85-88］
U+06969		楩	※［＃「木＋（にんべん＋哽のつくり）」、第4水準2-15-14］
U+0696C		楬	※［＃「木＋曷」、第4水準2-15-15］
U+06970		楰	※［＃「木＋臾」］
U+06971		楱	※［＃「木＋春」の「日」に代えて「夭」］
U+06972		楲	※［＃「木＋威」、第4水準2-15-16］
U+0697A		楺	※［＃「木＋柔」、第4水準2-15-17］
U+0697B		楻	※［＃「木＋皇」］
U+0697F		楿	※［＃「木＋香」、第4水準2-15-18］
U+06980		榀	※［＃「木＋品」、第3水準1-85-89］
U+06998		榘	※［＃「矩／木」、第4水準2-15-22］
U+0FA13		﨓	※［＃「木＋苻」、第4水準2-14-89］
U+2355A		𣕚	※［＃「木＋茂」、第4水準2-14-88］
U+23594		𣖔	※［＃「木＋厚」、第4水準2-15-10］
U+03BA4		㮤	※［＃「穴かんむり／人がしら／呆」、第4水準2-15-20］
U+03BB6		㮶	※［＃「木＋朔」、第3水準1-85-94］
U+0698D		榍	※［＃「木＋（尸＋悄のつくり）」］
U+06992		榒	※［＃「木＋嫋のつくり」、第4水準2-15-19］
U+06996		榖	※［＃「轂」の「車」に代えて「木」、第4水準2-15-21］
U+069A1		榡	※［＃「木＋素」］
U+069A5		榥	※［＃「木＋晃」、第3水準1-85-91］
U+069A6		榦	※［＃「朝のへん＋（人がしら／木）」、第4水準2-15-23］
U+069A8		榨	※［＃「木＋窄」］
U+069AB		榫	※［＃「木＋隼」］
U+069AD		榭	※［＃「木＋射」、第3水準1-85-92］
U+069AF		榯	※［＃「木＋時」］
U+069B0		榰	※［＃「木＋耆」、第4水準2-15-24］
U+069B7		榷	※［＃「木＋確のつくり」、第4水準2-15-25］
U+069B8		榸	※［＃「木＋埋」］
U+069BA		榺	※［＃「縢」の「糸」に代えて「木」、第4水準2-15-26］
U+069BC		榼	※［＃「木＋盍」、第4水準2-15-27］
U+069C0		槀	※［＃「高／木」、第4水準2-15-28］
U+069C4		槄	※［＃「木＋稻のつくり」］
U+069C5		槅	※［＃「木＋鬲」］
U+069C8		槈	※［＃「木＋辱」］
U+069CF		槏	※［＃「木＋賺のつくり」、第3水準1-85-93］
U+069D1		槑	※［＃「咒」の「几」に代えて「林」、第4水準2-15-29］
U+069D6		槖	※［＃「士／冖／石／木」、第4水準2-15-30］
U+069D7		槗	※［＃「木＋右／炯のつくり」］
U+069E9		槩	※［＃「（漑－さんずい）／木」、第3水準1-86-3］
U+0FA14		﨔	※［＃「木＋挙」、第3水準1-85-90］
U+235C4		𣗄	※［＃「木＋荒」の「亡」に代えて「氓のへん」、第3水準1-85-82］
U+03BC3		㯃	※［＃「木＋漆のつくり」、第3水準1-86-1］
U+03BC9		㯉	※［＃「木＋罅のつくり」］
U+03BCD		㯍	※［＃「木＋將」、第4水準2-15-40］
U+069E2		槢	※［＃「木＋褶のつくり」、第3水準1-86-2］
U+069E3		槣	※［＃「木＋寄」、第4水準2-15-36］
U+069E5		槥	※［＃「木＋彗」］
U+069EE		槮	※［＃「木＋參」、第4水準2-15-37］
U+069EF		槯	※［＃「木＋崔」、第4水準2-15-38］
U+069F1		槱	※［＃「（木＋酉）／れんが」］
U+069F3		槳	※［＃「將／木」、第4水準2-15-39］
U+069F4		槴	※［＃「木＋（戸の旧字＋邑）」、第4水準2-15-41］
U+069F5		槵	※［＃「木＋患」、第3水準1-86-5］
U+069F6		槶	※［＃「木＋國」、第3水準1-86-6］
U+069FE		槾	※［＃「木＋曼」、第4水準2-15-42］
U+06A00		樀	※［＃「木＋滴のつくり」］
U+06A01		樁	※［＃「木＋舂」］
U+06A03		樃	※［＃「螂」の「虫」に代えて「木」、「おおざと」に代えて「月」］
U+06A09		樉	※［＃「木＋爽」］
U+06A0F		樏	※［＃「木＋累」、第3水準1-86-7］
U+06A11		樑	※［＃「木＋梁」、第4水準2-15-43］
U+06A15		樕	※［＃「嫩」の「女」に代えて「木」、第3水準1-86-8］
U+06A1A		樚	※［＃「木＋鹿」、第4水準2-15-44］
U+06A1D		樝	※［＃「木＋虎」の「儿」に代えて「且」、第4水準2-15-45］
U+06A20		樠	※［＃「木＋滿のつくり」］
U+06A24		樤	※［＃「木＋條」］
U+06A28		樨	※［＃「木＋犀」］
U+06A30		樰	※［＃「木＋膤のつくり」、第4水準2-15-33］
U+23638		𣘸	※［＃「木＋黒」、第4水準2-15-34］
U+23639		𣘹	※［＃「木＋寅」、第4水準2-15-31］
U+2363A		𣘺	※［＃「木＋（「はしごだか」の「亠」に代えて「尓－小」）、第4水準2-15-35］
